
    |           BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
    |                   |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |                     
 316|SWIFT J0602.2+2829 | 90.543| 28.468|  24.35|IRAS 05589+2828               |                               | 90.5446| 28.4728|   65.19|   60.13|   70.39| 0.00|2.10|1.99|2.21|      1.80| 0.0330|44.21|          0|          4|Sy1                  
 317|SWIFT J0602.5+6518 | 90.615| 65.349|   8.09|UGC 03386                     |                               | 90.6581| 65.3712|   18.35|   13.94|   23.16| 0.00|1.79|1.45|2.15|      1.20| 0.0154|42.99|          0|          2|Galaxy               
 318|SWIFT J0606.0-2755 | 91.495|-27.910|   7.31|2MASX J06054896-2754398       |                               | 91.4540|-27.9112|   11.76|    8.60|   15.37| 0.00|2.51|2.10|3.05|      0.40| 0.0892|44.37|          0|          4|Sy1.5                
 319|SWIFT J0601.9-8636 | 91.570|-86.626|  13.06|ESO 005- G 004                |                               | 91.4235|-86.6319|   33.60|   29.22|   38.16| 0.00|1.53|1.36|1.71|      1.30| 0.0062|42.46|          0|          5|Sy2                  
 320|SWIFT J0609.5-6245A| 92.445|-62.700|   5.76|2MASX J06100652-6243125       |1RXS J061006.6-624311          | 92.5272|-62.7201|    9.45|    0.00|    0.00| 0.22|1.91|0.00|0.00|      0.70|-1.0000| NULL|          0|          2|Galaxy/XMMSL         
 321|SWIFT J0609.5-6245B| 92.445|-62.700|   5.76|2MASX J06083867-6247168       |                               | 92.1610|-62.7880|    3.88|    0.00|    0.00| 0.92|2.15|0.00|0.00|      0.30|-1.0000| NULL|          0|          2|Galaxy               
 322|SWIFT J0610.6-8151 | 93.039|-81.824|   5.21|AH Men                        |                               | 92.9336|-81.8234|    8.59|    5.65|   12.03| 0.00|2.32|1.83|2.95|      1.20| 0.0000| NULL|          0|         12|Nova-like            
 323|SWIFT J0612.2-4645 | 93.049|-46.708|   5.58|PMN J0612-4647                |1RXS J061227.3-464725          | 93.1110|-46.7870|    7.52|    4.62|   10.97| 0.00|2.28|1.74|3.01|      1.50|-1.0000| NULL|          0|          0|SRC/RADIO            
 324|SWIFT J0614.0+1709 | 93.517| 17.096|   5.82|2MASS J06141230+1704321       |                               | 93.5513| 17.0756|   11.04|    7.53|   15.39| 0.00|2.89|2.26|3.74|      1.10|-1.0000| NULL|          0|          0|SRC/X-RAY            
 325|SWIFT J0615.8+7101 | 93.836| 71.037|  55.96|Mrk 3                         |                               | 93.9015| 71.0375|  140.96|  136.45|  145.52| 0.00|1.63|1.59|1.67|      6.00| 0.0135|43.76|          0|          5|Sy2                  
 326|SWIFT J0617.2+0907 | 94.284|  9.156| 199.52|4U 0614+091                   |V1055 Ori                      | 94.2804|  9.1369|  459.09|  454.55|  463.65| 0.00|2.46|2.45|2.48|     12.70| 0.0000| NULL|          0|         14|LMXB/NS              
 327|SWIFT J0623.3-6438 | 95.819|-64.629|   5.72|2MASX J06230765-6436211       |PMN J0623-6436                 | 95.7821|-64.6057|   10.98|    7.53|   14.84| 0.00|1.99|1.55|2.51|      2.50| 0.1289|44.68|          0|          4|Sy1                  
 328|SWIFT J0623.8+6445 | 95.820| 64.781|   5.42|NVSS J062335+644538           |                               | 95.8964| 64.7601|    6.86|    4.50|    9.91| 0.00|3.14|2.41|4.23|      0.60| 0.0860|44.10|          0|          4|Sy1                  
 329|SWIFT J0623.9-6058 | 95.922|-60.956|  13.60|ESO 121-IG 028                |                               | 95.9400|-60.9790|   28.12|   24.39|   32.03| 0.00|1.90|1.72|2.09|      0.40| 0.0403|44.03|          0|          5|Sy2                  
 330|SWIFT J0623.8-3215 | 95.938|-32.193|  10.53|ESO 426- G 002                |                               | 95.9434|-32.2166|   24.36|   20.11|   28.83| 0.00|1.67|1.45|1.90|      2.80| 0.0224|43.44|          0|          5|Sy2                  
 331|SWIFT J0623.9-0939 | 95.979| -9.654|   5.47|SWIFT J062406.05-093855.0     |                               | 96.0252| -9.6486|    9.11|    6.09|   12.88| 0.00|2.91|2.29|3.77|      1.00|-1.0000| NULL|          0|          0|SRC/X-RAY            
 332|SWIFT J0625.1+7336 | 96.284| 73.600|  12.56|MU Cam                        |IGR J06253+7334                | 96.3176| 73.5775|   16.58|   14.23|   19.09| 0.00|3.01|2.75|3.31|      4.30| 0.0000| NULL|          0|          9|CV/DQ Her            
 333|SWIFT J0626.6+0729 | 96.629|  7.447|   5.28|2MASX J06262702+0727287       |                               | 96.6126|  7.4580|   16.21|   11.00|   22.02| 0.00|1.83|1.42|2.31|      1.30|-1.0000| NULL|          0|          2|Galaxy               
 334|SWIFT J0626.6-3702 | 96.642|-37.028|   7.38|6dF J0626586-370559           |                               | 96.7442|-37.0996|   11.69|    8.09|   15.74| 0.00|1.94|1.52|2.42|      0.50| 0.0393|43.62|          0|          4|Sy1.5                
 335|SWIFT J0630.7+6342 | 97.663| 63.708|   6.13|UGC 03478                     |                               | 98.1965| 63.6737|   10.13|    0.00|    0.00| 0.12|2.30|0.00|0.00|      0.60| 0.0128|42.57|          0|          4|Sy1.2                
 336|SWIFT J0630.9+1129 | 97.673| 11.593|   5.08|SWIFT J063107.4+112754        |                               | 97.7807| 11.4649|   10.32|    5.85|   15.78| 0.00|2.19|1.56|3.04|      0.40| 0.0000| NULL|          0|          1|on plane             
 337|SWIFT J0632.8+6343 | 98.208| 63.719|   5.99|VII Zw 073                    |                               | 97.6065| 63.6781|   11.14|    0.00|    0.00| 0.17|1.66|0.00|0.00|      0.60| 0.0413|43.65|          0|          5|Sy2                  
 338|SWIFT J0634.7-7445 | 98.575|-74.742|   5.49|1RXS J063401.1-744629         |                               | 98.5046|-74.7747|   10.90|    7.40|   14.85| 0.00|1.93|1.50|2.44|      0.20|-1.0000| NULL|          0|          0|SRC/X-RAY            
 339|SWIFT J0635.1+2229 | 98.771| 22.482|   6.12|CIZA J0635.0+2231             |                               | 98.7642| 22.5250|   11.71|    8.46|   15.55| 0.00|3.06|2.50|3.83|      0.70| 0.0680|44.12|          0|          3|Galaxy cluster       
 340|SWIFT J0635.8-7514 | 98.951|-75.235|   8.69|PKS 0637-752                  |                               | 98.9438|-75.2713|   17.57|   14.01|   21.41| 0.00|1.93|1.66|2.22|      0.90| 0.6510|46.50|          0|          8|Sy1                  
 341|SWIFT J0636.6+3536 | 99.150| 35.594|   6.76|1RXS J063631.9+353537         |                               | 99.1329| 35.5936|   12.38|    9.34|   15.92| 0.00|3.05|2.56|3.69|      1.20| 0.0000| NULL|          4|          9|CV                   
 342|SWIFT J0640.4-2554 |100.038|-25.904|  17.94|ESO 490-IG026                 |                               |100.0487|-25.8954|   37.42|   33.35|   41.66| 0.00|2.05|1.90|2.20|      0.50| 0.0248|43.72|          0|          4|Sy1.2                
 343|SWIFT J0640.0-4737 |100.040|-47.646|   5.58|SWIFT J064013.50-474132.9     |                               |100.0566|-47.6924|   13.95|    9.71|   18.63| 0.00|1.49|1.04|1.93|      1.10|-1.0000| NULL|          0|          0|                     
 344|SWIFT J0640.1-4328 |100.113|-43.349|   7.03|2MASX J06403799-4321211       |                               |100.1583|-43.3558|   18.32|   14.03|   22.93| 0.00|1.47|1.15|1.80|      0.90| 0.0610|44.21|          0|          5|Sy2                  
 345|SWIFT J0641.3+3257 |100.352| 32.836|  10.93|2MASX J06411806+3249313       |                               |100.3252| 32.8254|   35.08|   29.33|   41.13| 0.00|1.67|1.44|1.90|      2.10| 0.0470|44.26|          0|          5|Sy2                  
 346|SWIFT J0645.9+5303 |101.591| 53.083|   5.32|UGC 3533                      |                               |101.6108| 53.0758|   11.83|    7.87|   16.28| 0.00|1.99|1.55|2.51|      1.20| 0.0359|43.55|          0|          5|Sy2                  
 347|SWIFT J0651.9+7426 |103.141| 74.416|  29.72|Mrk 6                         |                               |103.0511| 74.4271|   60.60|   56.72|   64.58| 0.00|1.89|1.81|1.98|      2.20| 0.0188|43.69|          0|          4|Sy1.5                
 348|SWIFT J0654.6+0700 |103.638|  7.063|   6.87|1WGA J0654.5+0703             |                               |103.6412|  7.0533|   17.98|   13.07|   23.43| 0.00|2.04|1.66|2.48|      0.30|-1.0000| NULL|          0|          0|                     
 349|SWIFT J0655.8+3957 |103.926| 39.975|   8.73|UGC 03601                     |                               |103.9564| 40.0002|   21.38|   16.86|   26.27| 0.00|2.02|1.74|2.35|      1.30| 0.0171|43.15|          0|          4|Sy1.5                
 350|SWIFT J0656.4-4921 |104.091|-49.316|   5.65|2MASX J06561197-4919499       |                               |104.0498|-49.3306|   12.17|    8.33|   16.49| 0.00|1.73|1.28|2.22|      0.60| 0.0410|43.68|          0|          5|Sy2                  
 351|SWIFT J0658.3-0712 |104.582| -7.198|  57.26|2E 1752                       |                               |104.5720| -7.2098|   87.20|   84.40|   90.05| 0.00|3.38|3.30|3.45|      9.20| 0.0000| NULL|          0|         13|HMXB / pulsar        
 352|SWIFT J0658.5-5556 |104.621|-55.937|   5.02|Bullet Cluster                |                               |104.6217|-55.9528|    8.04|    5.29|   11.31| 0.00|2.56|2.01|3.33|      0.70| 0.2960|45.35|          0|          3|Galaxy Cluster       
 353|SWIFT J0659.3+2406 |104.836| 24.103|   5.09|2MASX J06591070+2401400       |                               |104.7945| 24.0278|   12.08|    7.61|   17.38| 0.00|2.09|1.53|2.75|      0.80|-1.0000| NULL|          0|          2|Galaxy               
 354|SWIFT J0701.3-3235 |105.310|-32.605|   4.87|2MASX J07011026-3234534       |6dF J0701103-323453            |105.2927|-32.5814|    7.50|    4.57|   11.03| 0.00|2.38|1.82|3.12|      1.00| 0.0438|43.53|          0|          2|Galaxy               
 355|SWIFT J0704.4+2625 |106.097| 26.421|   5.14|1RXS J070407.9+262501         |                               |106.0329| 26.4169|   10.94|    6.62|   16.16| 0.00|2.23|1.62|3.02|      2.40|-1.0000| NULL|          0|          9|CV/DQ Her            
 356|SWIFT J0706.8+0325 |106.726|  3.395|   5.25|1RXS J070648.8+032450         |                               |106.7032|  3.4130|   10.14|    6.39|   14.78| 0.00|2.56|1.95|3.40|      0.70|-1.0000| NULL|          0|          0|SRC/X-ray            
 357|SWIFT J0707.1+6433 |106.830| 64.588|   5.47|VII Zw 118                    |                               |106.8047| 64.5997|   12.61|    8.57|   17.11| 0.00|1.76|1.34|2.24|      1.30| 0.0797|44.30|          0|          4|Sy1.0                
 358|SWIFT J0709.0-4642 |107.231|-46.684|   7.13|2MASX J07084326-4642494       |                               |107.1803|-46.7137|   13.75|   10.29|   17.58| 0.00|1.98|1.63|2.36|      1.00| 0.0469|43.85|          0|          5|Sy2                  
 359|SWIFT J0709.3-1527 |107.315|-15.453|   6.47|PKS 0706-15                   |                               |107.3011|-15.4501|   11.05|    7.80|   14.89| 0.00|2.77|2.25|3.50|      1.30|-1.0000| NULL|          0|          0|SRC/RADIO            
 360|SWIFT J0709.4-3559 |107.333|-36.029|   8.87|PKS 0707-35                   |                               |107.3087|-36.0227|   19.81|   15.84|   24.07| 0.00|1.79|1.52|2.07|      1.40| 0.1108|44.80|          0|          2|Radio Galaxy         
 361|SWIFT J0710.3+5908 |107.579| 59.134|  13.22|2MASX J07103005+5908202       |                               |107.6253| 59.1390|   23.18|   19.68|   26.93| 0.00|2.26|2.04|2.49|      3.00| 0.1250|44.98|          0|          7|BL Lac               
 362|SWIFT J0714.2+3518 |108.545| 35.292|   6.08|MCG +06-16-028                |                               |108.5161| 35.2793|   16.71|   11.97|   21.93| 0.00|1.70|1.34|2.10|      1.10| 0.0157|42.97|          0|          5|Sy2                  
 363|SWIFT J0714.3+4541 |108.553| 45.672|   4.93|Mrk 376                       |                               |108.5628| 45.6988|    8.70|    5.41|   12.53| 0.00|2.30|1.79|2.96|      1.20| 0.0560|43.81|          0|          4|Sy1.5                
 364|SWIFT J0714.7-2521 |108.696|-25.343|   7.38|SWIFT J0714.7-2521            |                               |108.6878|-25.3461|   19.11|   14.68|   23.92| 0.00|1.72|1.41|2.05|      0.60|-1.0000| NULL|          7|          0|                     
 365|SWIFT J0717.8-2156 |109.410|-21.935|   5.49|1RXS J071748.9-215306         |                               |109.4510|-21.8836|    7.86|    5.29|   10.94| 0.00|2.96|2.37|3.80|      0.90| 0.0000| NULL|          0|          1|in plane             
 366|SWIFT J0718.1+4403 |109.521| 44.066|  11.29|RX J0718.0+4405               |                               |109.5024| 44.0909|   24.51|   20.33|   28.97| 0.00|2.02|1.79|2.27|      2.40| 0.0614|44.35|          0|          4|Sy1.5                
 367|SWIFT J0723.8-0804 |110.975| -8.064|   5.50|1RXS J072352.4-080623         |                               |110.9707| -8.1041|   15.79|   10.51|   21.69| 0.00|1.58|1.10|2.10|      1.00| 0.0000| NULL|          0|          1|SRC/X-RAY            
 368|SWIFT J0725.7-0055 |111.432| -0.908|   4.93|PKS 0723-008                  |                               |111.4610| -0.9157|   16.59|   11.19|   22.49| 0.00|1.45|1.03|1.89|      1.80| 0.1280|44.85|          0|          7|Bl Lac               
 369|SWIFT J0725.8+3000 |111.450| 29.999|   4.83|CGCG 147-020                  |                               |111.4057| 29.9541|    9.97|    5.93|   14.71| 0.00|2.15|1.60|2.87|      1.00| 0.0188|42.90|          0|          8|Radio galaxy         
 370|SWIFT J0726.6-3552 |111.646|-35.897|   8.25|2MASX J07262635-3554214       |                               |111.6098|-35.9060|   23.35|   18.82|   28.13| 0.00|1.43|1.17|1.69|      1.30| 0.0294|43.67|          0|          5|Sy2                  
 371|SWIFT J0726.5+3659 |111.678| 37.000|   5.33|2MASX J07263532+3700028       |                               |111.6472| 37.0008|   10.88|    7.17|   15.23| 0.00|2.28|1.78|2.92|      1.00| 0.1900|45.05|          0|          8|QSO, Sy1             
 372|SWIFT J0727.4-2408 |111.852|-24.139|   8.42|1RXS J072720.8-240629         |                               |111.8951|-24.1039|   20.21|   15.57|   25.25| 0.00|1.79|1.46|2.14|      1.10| 0.1230|44.90|          0|          5|Sy1.9                
 373|SWIFT J0728.8-2605 |112.201|-26.091|  16.96|4U 0728-25                    |V441 Pup                       |112.2233|-26.1081|   23.02|   20.58|   25.63| 0.00|3.31|3.07|3.58|      2.10| 0.0000| NULL|          0|         13|HMXB/NS              
 374|SWIFT J0731.5+0957 |112.900|  9.920|  14.18|BG CMi                        |3A 0729+103                    |112.8708|  9.9396|   22.82|   20.00|   25.88| 0.00|3.36|3.08|3.70|      1.00| 0.0000| NULL|          0|          9|CV/DQ Her            
 375|SWIFT J0732.5-1331 |113.164|-13.524|  16.37|SWIFT J073237.6-133109        |SWIFT J0732.5-1331             |113.1563|-13.5178|   27.48|   24.10|   31.09| 0.00|2.67|2.47|2.90|      1.90| 0.0000| NULL|          0|          9|CV/DQ Her            
 376|SWIFT J0733.2+4558 |113.263| 45.959|   5.10|1RXS J073308.7+455511         |2MASSi J0733092+455506         |113.2883| 45.9184|   10.44|    6.75|   14.67| 0.00|2.09|1.61|2.70|      1.40| 0.1414|44.75|          0|          8|Sy1 QSO              
 377|SWIFT J0733.9+5156 |113.523| 51.902|   4.93|2MASX J07332681+5153560       |                               |113.3617| 51.8989|    6.11|    3.33|   10.28| 0.00|2.81|1.85|4.40|      1.20|-1.0000| NULL|          0|          2|Galaxy               
 378|SWIFT J0736.9+5846 |114.246| 58.788|   4.90|Mrk 9                         |                               |114.2374| 58.7704|    8.63|    5.59|   11.96| 0.00|2.21|1.78|2.77|      3.60| 0.0399|43.50|          0|          4|Sy1.5                
 379|SWIFT J0739.7-3142 |114.934|-31.705|  12.14|2MASX J07394469-3143024       |                               |114.9362|-31.7174|   26.72|   22.54|   31.13| 0.00|1.81|1.60|2.03|      0.50| 0.0258|43.61|          0|          5|Sy2                  
 380|SWIFT J0741.4-5447 |115.332|-54.759|   5.44|2MASX J07410919-5447461       |                               |115.2884|-54.7961|   11.51|    7.62|   15.88| 0.00|1.89|1.40|2.49|      1.10|-1.0000| NULL|          0|          2|Galaxy               
 381|SWIFT J0742.3+8024 |115.564| 80.406|   5.44|3C 184.1                      |                               |115.7553| 80.4406|   12.17|    8.20|   16.60| 0.00|1.60|1.16|2.07|      0.70| 0.1182|44.64|          4|          4|Sy1i/RADIO GALAXY    
 382|SWIFT J0742.5+4948 |115.655| 49.803|  22.76|Mrk 79                        |                               |115.6367| 49.8097|   46.57|   42.60|   50.67| 0.00|2.04|1.92|2.16|      1.80| 0.0222|43.72|          0|          4|Sy1.2                
 383|SWIFT J0743.0+6513 |115.759| 65.209|   4.95|Mrk 78                        |                               |115.6739| 65.1771|   10.74|    6.73|   15.39| 0.00|1.74|1.20|2.33|      0.90| 0.0371|43.54|          0|          5|Sy2                  
 384|SWIFT J0743.3-2546 |115.798|-25.788|  10.14|LEDA 86073                    |                               |115.8114|-25.7639|   20.70|   16.64|   25.08| 0.00|2.12|1.84|2.44|      0.60| 0.0230|43.40|          0|          4|Sy1.2                
 385|SWIFT J0744.0+2914 |116.006| 29.236|   6.85|UGC 03995A                    |                               |116.0296| 29.2493|   16.98|   12.66|   21.75| 0.00|1.97|1.64|2.34|      1.40| 0.0159|42.99|          4|          5|Sy2, no X-ray obs    
 386|SWIFT J0746.3-1608 |116.594|-16.191|   9.75|1RXS J074616.8-161127         |                               |116.5700|-16.1908|   15.49|   12.38|   18.96| 0.00|2.83|2.48|3.27|      0.70|-1.0000| NULL|          0|          0|SRC/X-RAY            
 387|SWIFT J0746.3+2548 |116.607| 25.807|  13.08|B2 0743+25                    |SDSS J074625.87+254902.2       |116.6078| 25.8173|   48.89|   42.81|   55.19| 0.00|1.34|1.17|1.52|      0.60| 2.9793|48.57|          0|          7|Blazar               
 388|SWIFT J0747.2-1920 |116.811|-19.341|   5.96|PKS 0745-19                   |                               |116.8805|-19.2944|    7.27|    5.64|    9.10| 0.00|4.91|3.99|6.33|      1.20| 0.1028|44.29|          0|          3|Galaxy Cluster       
 389|SWIFT J0747.5+6057 |116.854| 60.912|   7.92|Mrk 10                        |                               |116.8714| 60.9335|   14.80|   11.30|   18.65| 0.00|2.07|1.76|2.43|      1.70| 0.0293|43.46|          0|          4|Sy1.2                
 390|SWIFT J0747.6-7326 |116.889|-73.439|   6.76|2MASX J07473839-7325533       |                               |116.9098|-73.4314|   14.23|   10.63|   18.17| 0.00|1.87|1.54|2.23|      0.70| 0.0367|43.65|          0|          2|Galaxy               
 391|SWIFT J0748.8-6743 |117.141|-67.756| 141.07|EXO 0748-676                  |UY Vol                         |117.1388|-67.7500|  244.56|  241.13|  248.01| 0.00|2.22|2.20|2.24|     10.20| 0.0000| NULL|          0|         14|LMXB/NS              
 392|SWIFT J0749.7-3218 |117.398|-32.246|   5.77|SWIFT J074940.0-321536        |                               |117.3832|-32.2599|    8.10|    5.46|   11.42| 0.00|2.84|2.22|3.68|      1.20|-1.0000| NULL|          0|          0|SRC/X-RAY            
 393|SWIFT J0750.9+1439 |117.799| 14.754|  18.14|PQ Gem                        |RX J0751.2+1444                |117.8225| 14.7402|   31.32|   28.08|   34.76| 0.00|2.90|2.71|3.10|      2.60| 0.0000| NULL|          0|          9|CV/DQ Her            
 394|SWIFT J0752.2+1937 |118.102| 19.615|   6.77|2MASX J07521780+1935423       |                               |118.0743| 19.5951|   15.71|   11.38|   20.55| 0.00|2.09|1.72|2.52|      0.40| 0.1172|44.75|          0|          8|QSO, Sy1             
 395|SWIFT J0753.1+4559 |118.274| 45.978|   5.65|B3 0749+460A                  |1RXS J075243.6+455653          |118.1842| 45.9493|   15.41|   10.93|   20.35| 0.00|1.58|1.19|1.99|      0.90| 0.0518|43.99|          0|          4|Sy1                  
 396|SWIFT J0755.4+8402 |119.049| 83.969|   5.14|1RXS J075813.2+835637         |IRAS F07463+8404               |119.5550| 83.9436|    8.10|    4.44|   12.64| 0.00|2.14|1.40|3.25|      1.90|-1.0000| NULL|          0|          0|SRC/X-RAY            
 397|SWIFT J0756.3-4137 |119.074|-41.622|   5.42|2MASX J07561963-4137420       |IGR J07565-4139                |119.0817|-41.6284|   10.54|    6.78|   14.90| 0.00|2.05|1.55|2.70|      0.70| 0.0210|43.02|          0|          5|Sy2                  
 398|SWIFT J0759.8-3844 |119.945|-38.745|  25.94|2MASS J07594181-3843560       |IGR J07597-3842                |119.9242|-38.7322|   50.64|   46.76|   54.63| 0.00|2.05|1.95|2.16|      0.90| 0.0400|44.28|          0|          4|Sy1.2                
 399|SWIFT J0800.5+2327 |119.958| 23.389|  11.95|2MASX J07595347+2323241       |CGCG 118-036                   |119.9728| 23.3901|   34.54|   29.31|   40.03| 0.00|1.70|1.50|1.91|      0.20| 0.0292|43.83|          0|          5|Sy2                  
 400|SWIFT J0800.1+2638 |120.086| 26.633|  12.14|IC 0486                       |                               |120.0874| 26.6135|   32.16|   27.24|   37.34| 0.00|1.81|1.60|2.02|      0.10| 0.0269|43.73|          0|          4|Sy1                  
 401|SWIFT J0800.7-4309 |120.124|-43.122|   5.41|SWIFT J080040.2-431107        |                               |120.1673|-43.1853|    6.54|    3.91|    9.96| 0.00|2.80|2.07|3.93|      1.00|-1.0000| NULL|          0|          0|                     
 402|SWIFT J0801.9-4946 |120.469|-49.769|  10.62|ESO 209- G 012                |                               |120.4917|-49.7767|   21.27|   17.66|   25.12| 0.00|2.05|1.82|2.30|      1.20| 0.0405|43.91|          4|          4|Sy1.5                
 403|SWIFT J0803.4+0842 |120.870|  8.704|   7.92|2MASX J08032736+0841523       |                               |120.8641|  8.6978|   17.32|   13.27|   21.74| 0.00|2.25|1.93|2.62|      1.70| 0.0468|43.95|          0|          6|Sy1                  
 404|SWIFT J0804.2+0507 |121.038|  5.101|  23.03|Mrk 1210                      |Phoenix galaxy                 |121.0244|  5.1138|   54.44|   49.85|   59.18| 0.00|2.05|1.94|2.17|      2.60| 0.0135|43.35|          0|          5|Sy2                  
 405|SWIFT J0804.6+1045 |121.162| 10.767|   5.48|MCG +02-21-013                |                               |121.1933| 10.7767|   15.22|    9.99|   21.12| 0.00|1.71|1.21|2.25|      1.20| 0.0344|43.62|          0|          4|Sy2Sy1 Galaxy pair   
 406|SWIFT J0805.1-0110 |121.271| -1.171|   4.85|2MASX J08045299-0108476       |                               |121.2208| -1.1466|   13.32|    8.13|   19.19| 0.00|1.61|1.06|2.22|      0.60| 0.0919|44.45|          0|          2|XBONG                
 407|SWIFT J0805.2+6145 |121.307| 61.753|   7.14|CGRaBS J0805+6144             |                               |121.3257| 61.7399|   20.60|   15.82|   25.72| 0.00|1.36|1.03|1.69|      0.40| 3.0330|48.21|          0|          8|QSO                  
 408|SWIFT J0807.9+3859 |121.971| 38.988|   5.02|Mrk 622                       |                               |121.9210| 39.0042|    9.65|    6.00|   13.94| 0.00|2.07|1.56|2.70|      1.20| 0.0232|43.07|          0|          5|Sy2                  
 409|SWIFT J0810.9+7602 |122.726| 76.032|  10.10|PG 0804+761                   |PG 0804+761                    |122.7440| 76.0450|   14.72|   11.74|   18.02| 0.00|2.44|2.14|2.80|      0.50| 0.1000|44.57|          0|          4|Sy1                  
 410|SWIFT J0812.3-4004 |123.125|-40.049|   4.96|1RXS J081215.2-400336         |                               |123.0633|-40.0600|   11.14|    7.21|   15.58| 0.00|1.81|1.34|2.32|      1.00|-1.0000| NULL|          0|          0|SRC/X-RAY            
 411|SWIFT J0814.3+0423 |123.580|  4.365|   8.94|CGCG 031-072                  |                               |123.6055|  4.3424|   20.88|   16.14|   26.01| 0.00|1.88|1.59|2.20|      0.70| 0.0331|43.72|          0|          4|Sy1                  
 412|SWIFT J0817.8+0251 |124.418|  2.803|   6.08|1RXS J081749.0+025104         |                               |124.4550|  2.8499|   13.18|    8.92|   18.04| 0.00|2.06|1.62|2.58|      0.50| 0.1060|44.58|          0|          4|Sy1                  
 413|SWIFT J0818.1+0120 |124.570|  1.383|   7.91|2MASX J08181469+0122266       |                               |124.5610|  1.3740|   21.59|   16.57|   27.01| 0.00|1.71|1.40|2.03|      0.80| 0.0890|44.63|          0|          5|Sy1.8                
 414|SWIFT J0819.2-2259 |124.724|-22.873|   4.81|RX J0818.9-2252               |                               |124.7410|-22.8770|   12.06|    7.29|   17.60| 0.00|1.77|1.16|2.48|      1.80| 0.0346|43.52|          0|          4|Sy1                  
 415|SWIFT J0820.6-2805 |125.138|-28.078|   6.67|1RXS J082033.6-280457         |                               |125.1404|-28.0825|   12.86|    9.21|   16.99| 0.00|2.25|1.83|2.75|      0.40|-1.0000| NULL|          0|          0|SRC/X-RAY            
 416|SWIFT J0823.4-0457 |125.752| -4.913|  16.97|Fairall 272                   |                               |125.7546| -4.9349|   46.43|   41.25|   51.81| 0.00|1.69|1.54|1.84|      1.30| 0.0218|43.70|          0|          5|Sy2                  
 417|SWIFT J0826.2-7033 |126.525|-70.587|   6.42|1RXS J082623.5-703142         |1ES 0826-703                   |126.5979|-70.5283|    7.72|    5.57|   10.27| 0.00|3.11|2.56|3.87|      0.80|-1.0000| NULL|          0|          9|CV                   
 418|SWIFT J0830.1+4154 |127.458| 41.903|   6.11|2MASX J08294266+4154366       |                               |127.4277| 41.9102|   13.03|    9.11|   17.44| 0.00|1.94|1.53|2.41|      0.50| 0.1263|44.74|          0|          4|Sy1                  
 419|SWIFT J0830.4-6723 |127.606|-67.381|   4.88|2MASX J08301655-6725289       |                               |127.5689|-67.4248|    7.97|    5.02|   11.43| 0.00|2.33|1.80|3.03|      0.50| 0.0348|43.35|          0|          5|Sy1.8                
 420|SWIFT J0832.5+3703 |128.156| 37.131|   8.78|FBQS J083225.3+370736         |                               |128.1060| 37.1270|   16.50|   12.49|   20.96| 0.00|2.04|1.70|2.43|      0.60| 0.0919|44.54|          0|          4|Sy1.2                
 421|SWIFT J0835.2-4513 |128.825|-45.181|  74.90|Vela Pulsar                   |PSR B0833-45                   |128.8361|-45.1764|  174.70|  170.43|  179.05| 0.00|1.89|1.86|1.92|      1.40| 0.0000| NULL|          0|         10|Pulsar               
 422|SWIFT J0838.0+4839 |129.545| 48.644|  19.57|EI UMa                        |RX J0838.3+4838                |129.5916| 48.6338|   29.23|   26.40|   32.23| 0.00|2.70|2.53|2.88|      1.40| 0.0000| NULL|          4|          9|CV/DQ Her            
 423|SWIFT J0838.4-3557 |129.624|-35.964|  15.00|Fairall 1146                  |                               |129.6283|-35.9926|   28.91|   25.16|   32.88| 0.00|2.15|1.97|2.34|      2.80| 0.0316|43.82|          4|          4|Sy1.5                
 424|SWIFT J0838.8-4832 |129.688|-48.528|   8.50|USNO-B1.0 0414-00125587       |IGR J08390-4833                |129.7046|-48.5235|   16.83|   13.20|   20.79| 0.00|2.14|1.82|2.49|      0.70| 0.0000| NULL|          0|          9|CV dwarf nova        
 425|SWIFT J0839.6-1213 |129.946|-12.258|  11.14|3C 206                        |                               |129.9609|-12.2428|   24.65|   20.28|   29.35| 0.00|2.02|1.77|2.29|      0.50| 0.1976|45.44|          0|          8|QSO                  
 426|SWIFT J0840.2+2947 |130.048| 29.788|   7.31|4C +29.30                     |                               |130.0099| 29.8174|   16.06|   11.67|   20.91| 0.00|1.82|1.46|2.22|      0.40| 0.0647|44.21|          4|          5|Sy2                  
 427|SWIFT J0841.0-4507 |130.255|-45.122|   5.64|LM Vel                        |IGR J08408-4503                |130.1991|-45.0584|    6.39|    3.91|    9.51| 0.00|2.77|2.12|3.67|      2.00| 0.0000| NULL|          0|         13|HMXB / SFXT          
 428|SWIFT J0841.4+7052 |130.341| 70.899|  30.06|[HB89] 0836+710               |                               |130.3515| 70.8951|   67.74|   63.43|   72.14| 0.00|1.59|1.51|1.68|      0.40| 2.1720|48.38|          0|          7|Blazar               
