
    |           BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
    |                   |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |                     
1011|SWIFT J1855.5+0516 |283.876|  5.272|   5.27|SWIFT J1855.5+0516            |                               |283.8611|  5.3336|   17.99|    0.00|    0.00| 0.13|1.24|0.00|0.00|      0.40|-1.0000| NULL|          7|          0|                     
1012|SWIFT J1855.5-0237 |283.886| -2.634|  80.84|XTE J1855-026                 |                               |283.8767| -2.6046|  197.75|  193.52|  202.01| 0.00|2.55|2.51|2.58|     25.00| 0.0000| NULL|          0|         13|HMXB/NS              
1013|SWIFT J1856.1+1539 |283.981| 15.634|  11.94|2MASX J18560128+1538059       |2E 1853.7+1534                 |284.0021| 15.6320|   30.18|   25.85|   34.75| 0.00|2.15|1.94|2.38|      0.50| 0.0840|44.72|          0|          4|Sy1                  
1014|SWIFT J1856.8+0519 |284.202|  5.324|   9.05|XTE J1856+053                 |                               |284.1786|  5.3094|   29.23|    0.00|    0.00| 0.03|1.83|0.00|0.00|      3.50| 0.0000| NULL|          0|         13|HMXB/ BH candidate   
1015|SWIFT J1856.6-5443 |284.205|-54.696|   5.71|2MASX J18564935-5442298       |                               |284.2058|-54.7083|   15.62|   11.18|   20.55| 0.00|1.99|1.56|2.47|      0.30| 0.0563|44.07|          0|          4|Sy1                  
1016|SWIFT J1856.2-7829 |284.329|-78.507|  10.98|2MASX J18570768-7828212       |                               |284.2823|-78.4725|   24.22|   20.08|   28.61| 0.00|1.97|1.72|2.23|      0.30| 0.0420|44.00|          4|          4|Sy1                  
1017|SWIFT J1858.9+0329 |284.725|  3.442|   5.81|XTE J1858+034                 |                               |284.6790|  3.4340|   10.54|    7.53|   14.02| 0.00|3.30|2.64|4.26|      0.60| 0.0000| NULL|          0|         13|HMXB/NS              
1018|SWIFT J1900.2-2455 |285.050|-24.939| 168.92|HETE J1900.1-2455             |                               |285.0360|-24.9205|  483.25|  478.55|  487.97| 0.00|2.28|2.26|2.29|     26.20| 0.0000| NULL|          1|         14|LMXB/msPSR           
1019|SWIFT J1901.6+0129 |285.403|  1.451|  19.27|XTE J1901+014                 |                               |285.4208|  1.4385|   55.37|   50.57|   60.33| 0.00|2.11|1.98|2.25|      1.40| 0.0000| NULL|          0|         15|XRB/NS               
1020|SWIFT J1903.9+3349 |285.985| 33.815|   7.27|UGC 11397                     |                               |285.9548| 33.8447|   19.68|   15.13|   24.55| 0.00|1.69|1.36|2.02|      1.20| 0.0151|43.00|          0|          2|Galaxy               
1021|SWIFT J1905.4+4231 |286.344| 42.515|   5.96|CGCG 229-015                  |                               |286.3581| 42.4610|   11.14|    7.52|   15.20| 0.00|2.03|1.59|2.53|      1.00| 0.0279|43.30|          0|          4|Sy1                  
1022|SWIFT J1907.3-2050 |286.833|-20.819|   6.35|V1082 Sgr                     |                               |286.8411|-20.7808|   11.69|    8.88|   14.83| 0.00|3.74|3.07|4.66|      1.00| 0.0000| NULL|          0|          9|CV                   
1023|SWIFT J1909.6+0948 |287.414|  9.842|  86.52|4U 1907+09                    |                               |287.4079|  9.8303|  180.21|  177.23|  183.21| 0.00|3.50|3.46|3.54|    154.70| 0.0000| NULL|          1|         13|HMXB/NS              
1024|SWIFT J1910.8+0739 |287.719|  7.597| 103.96|4U 1908+075                   |2MASS J19104821+0735516        |287.7000|  7.5961|  261.00|  257.02|  264.99| 0.00|2.62|2.59|2.64|     38.80| 0.0000| NULL|          0|         13|HMXB/NS              
1025|SWIFT J1911.2+0036 |287.817|  0.610|  78.78|Aql X-1                       |                               |287.8167|  0.5850|  205.27|  200.65|  209.92| 0.00|2.31|2.27|2.34|      2.30| 0.0000| NULL|          0|         14|LMXB                 
1026|SWIFT J1912.0+0500 |287.947|  4.977|  59.80|SS 433                        |                               |287.9565|  4.9827|  133.09|  129.42|  136.82| 0.00|2.81|2.76|2.87|     13.20| 0.0000| NULL|          0|         15|uQuasar              
1027|SWIFT J1913.3-5010 |288.284|-50.155|   5.05|ESO 231- G 026                |                               |288.3115|-50.1829|   19.33|   13.87|   25.27| 0.00|1.46|1.04|1.89|      0.20| 0.0625|44.26|          0|          5|Sy2                  
1028|SWIFT J1914.0+0951 |288.530|  9.892|  38.06|IGR J19140+0951               |2MASS J19140422+0952577        |288.5176|  9.8829|  102.90|   98.74|  107.13| 0.00|2.47|2.40|2.53|     15.50| 0.0000| NULL|          0|         13|HMXB                 
1029|SWIFT J1915.3+1057 |288.806| 10.967|1904.61|GRS 1915+105                  |                               |288.7983| 10.9456| 4325.27| 4321.65| 4328.90| 0.00|3.08|3.08|3.08|    106.70| 0.0000| NULL|          0|         14|LMXB/BH              
1030|SWIFT J1918.6-0516 |289.692| -5.236|  80.34|4U 1916-053                   |V1405 Aql                      |289.6995| -5.2381|  197.48|  193.03|  201.97| 0.00|2.48|2.44|2.52|      1.90| 0.0000| NULL|          1|         14|LMXB/NS              
1031|SWIFT J1919.4-2958 |289.839|-29.965|   6.12|PKS 1916-300                  |                               |289.8667|-29.9694|   15.46|   11.44|   19.96| 0.00|2.53|2.09|3.08|      0.60| 0.1668|45.07|          0|          8|Sy1.9                
1032|SWIFT J1921.1-5842 |290.290|-58.707|  21.57|ESO 141- G 055                |                               |290.3090|-58.6703|   54.42|   50.04|   58.92| 0.00|2.06|1.95|2.18|      2.70| 0.0360|44.21|          0|          4|Sy1                  
1033|SWIFT J1921.1+4356 |290.304| 43.967|  21.11|ABELL 2319                    |                               |290.1889| 43.9619|   24.08|   21.88|   26.42| 0.00|3.58|3.34|3.86|      1.40| 0.0557|44.25|          4|          3|Galaxy Cluster       
1034|SWIFT J1922.7-1716 |290.682|-17.297|  13.46|SWIFT J1922.7-1716            |                               |290.6542|-17.2842|   38.13|   33.23|   43.28| 0.00|2.18|1.98|2.39|      0.90| 0.0000| NULL|          0|         15|XRB/ uQuasar?        
1035|SWIFT J1924.5+5014 |291.099| 50.225|   9.03|CH Cyg                        |2MASS J19243305+5014289        |291.1378| 50.2414|   11.85|    9.74|   14.16| 0.00|3.43|3.02|3.94|      1.30| 0.0000| NULL|          3|         12|Symb/WD              
1036|SWIFT J1925.0+5041 |291.250| 50.686|   5.07|2MASX J19250215+5043134       |1RXS J192503.1+504315          |291.2591| 50.7204|   10.42|    6.92|   14.40| 0.00|1.99|1.52|2.52|      0.80|-1.0000| NULL|          0|          2|Galaxy               
1037|SWIFT J1926.9+4140 |291.662| 41.562|   6.99|2MASX J19263018+4133053       |                               |291.6258| 41.5514|   13.01|    9.49|   16.97| 0.00|2.28|1.88|2.77|      0.90| 0.0710|44.20|          0|          5|Sy2                  
1038|SWIFT J1928.0+7356 |291.990| 73.940|   5.95|4C +73.18                     |                               |291.9520| 73.9670|   12.50|    8.86|   16.55| 0.00|1.89|1.49|2.33|      0.50| 0.3021|45.56|          0|          7|BL Lac LPQ           
1039|SWIFT J1929.8+1821 |292.536| 18.348|   6.93|SWIFT J192955.7+181839        |IGR 19294+1816                 |292.4821| 18.3107|   12.67|    9.66|   16.08| 0.00|3.00|2.54|3.58|      0.90| 0.0000| NULL|          0|         13|HMXB, SFXT?          
1040|SWIFT J1930.5+3414 |292.550| 34.194|  12.47|2MASX J19301380+3410495       |                               |292.5575| 34.1805|   27.44|   23.34|   31.75| 0.00|1.96|1.76|2.17|      1.10| 0.0629|44.42|          0|          4|Sy1                  
1041|SWIFT J1933.9+3258 |293.441| 32.935|  10.14|2MASS J19334715+3254259       |1RXS J193347.6+325422          |293.4483| 32.9061|   20.98|   17.03|   25.25| 0.00|2.12|1.85|2.41|      0.90| 0.0578|44.22|          0|          4|Sy1.2 QSO            
1042|SWIFT J1937.5-0613 |294.381| -6.223|   9.81|2MASX J19373299-0613046       |                               |294.3880| -6.2180|   23.21|   19.05|   27.70| 0.00|2.51|2.22|2.85|      0.70| 0.0103|42.74|          0|          4|Sy1.5                
1043|SWIFT J1938.1-5108 |294.544|-51.173|   6.54|2MASX J19380437-5109497       |                               |294.5183|-51.1638|   15.05|   11.12|   19.44| 0.00|2.30|1.90|2.78|      0.30| 0.0400|43.75|          0|          4|Sy1.2                
1044|SWIFT J1940.3-1028 |295.049|-10.435|  23.52|V1432 Aql                     |                               |295.0478|-10.4236|   49.28|   45.62|   53.08| 0.00|2.96|2.81|3.12|      1.00| 0.0000| NULL|          4|          9|CV/AM Her            
1045|SWIFT J1940.4-3015 |295.111|-30.254|   7.26|IGR J19405-3016               |2MASX J19401507-3015522        |295.0629|-30.2644|   21.63|   16.85|   26.79| 0.00|2.04|1.71|2.38|      0.80| 0.0520|44.14|          0|          5|Sy2                  
1046|SWIFT J1942.6-1024 |295.648|-10.338|  24.79|NGC 6814                      |                               |295.6694|-10.3235|   77.27|   71.93|   82.75| 0.00|1.95|1.85|2.06|      1.40| 0.0052|42.67|          4|          4|Sy1.5                
1047|SWIFT J1943.5+2120 |295.978| 21.286|  11.46|SWIFT J1943536.21+211822.9    |IGR J19443+2117                |295.9842| 21.3064|   28.29|   23.88|   32.98| 0.00|2.12|1.88|2.37|      0.40|-1.0000| NULL|          0|          0|SRC/X-ray            
1048|SWIFT J1945.6+2722 |296.397| 27.362|  14.42|XTE J1946+275                 |                               |296.4140| 27.3654|   23.44|   20.73|   26.35| 0.00|3.15|2.91|3.43|      2.20| 0.0000| NULL|          0|         13|HMXB                 
1049|SWIFT J1947.3+4447 |296.862| 44.835|  11.43|2MASX J19471938+4449425       |                               |296.8307| 44.8284|   23.95|   20.22|   27.92| 0.00|2.11|1.90|2.35|      1.10| 0.0539|44.22|          3|          5|Sy2                  
1050|SWIFT J1949.5+3012 |297.387| 30.225|  23.07|KS 1947+300                   |                               |297.3771| 30.2067|   44.47|   40.85|   48.22| 0.00|2.46|2.33|2.60|      1.20| 0.0000| NULL|          0|         13|HMXB/NS              
1051|SWIFT J1952.4+0237 |298.058|  2.502|  10.26|3C 403                        |                               |298.0660|  2.5070|   34.33|   28.82|   40.12| 0.00|1.68|1.46|1.92|      1.00| 0.0590|44.46|          0|          5|Sy2                  
1052|SWIFT J1953.0+3256 |298.250| 32.930|   5.93|SNR G068.8+02.6               |CBT 80                         |298.2310| 32.9296|   13.44|    9.39|   17.95| 0.00|2.00|1.58|2.51|      0.90| 0.0000| NULL|          4|         11|SNR                  
1053|SWIFT J1955.8+3203 |298.931| 32.100| 162.73|4U 1954+31                    |TYC 2673-2004-1                |298.9264| 32.0970|  277.26|  274.16|  280.38| 0.00|2.82|2.80|2.84|    119.80| 0.0000| NULL|          0|         14|LMXB                 
1054|SWIFT J1958.4+3510 |299.563| 35.202|8580.06|Cyg X-1                       |                               |299.5903| 35.2016|21861.30|21856.70|21865.80| 0.00|1.82|1.82|1.82|  35867.00| 0.0000| NULL|          0|         13|HMXB/BH              
1055|SWIFT J1958.3+3233 |299.571| 32.551|   9.35|V2306 Cyg                     |                               |299.5604| 32.5450|   15.61|   12.69|   18.87| 0.00|2.89|2.53|3.31|      0.80| 0.0000| NULL|          0|          9|CV/DQ Her            
1056|SWIFT J1959.3+1143 |299.830| 11.724|  11.07|4U 1957+115                   |V1408 Aql                      |299.8509| 11.7090|   19.00|   15.72|   22.59| 0.00|2.99|2.63|3.41|      0.80| 0.0000| NULL|          0|         14|LMXB                 
1057|SWIFT J1959.4+4044 |299.880| 40.734|  57.79|Cygnus A                      |                               |299.8682| 40.7339|  137.65|  133.36|  142.04| 0.00|1.92|1.88|1.97|      3.40| 0.0561|45.01|          0|          8|Sy2                  
1058|SWIFT J1959.6+6507 |299.992| 65.138|  22.84|QSO B1959+650                 |1ES 1959+650                   |299.9994| 65.1485|   34.26|   31.23|   37.42| 0.00|2.59|2.44|2.75|      0.40| 0.0470|44.25|          4|          7|BL Lac               
1059|SWIFT J2000.6+3210 |300.070| 32.185|  26.99|SWIFT J2000522.0+320731       |2MASS J20002185+3211232        |300.0913| 32.1894|   52.13|   48.48|   55.89| 0.00|2.46|2.34|2.58|      0.40| 0.0000| NULL|          0|         13|HMXB                 
1060|SWIFT J2001.0-1811 |300.239|-18.154|   6.91|2MASX J20005575-1810274       |IRAS 19580-1818                |300.2321|-18.1743|   20.90|   15.94|   26.34| 0.00|2.01|1.67|2.39|      1.10| 0.0373|43.83|          0|          4|Sy1 merger           
1061|SWIFT J2006.4+3645 |301.576| 36.698|   5.88|SWIFT J200622.36+364140.9     |                               |301.5946| 36.6942|   11.72|    8.33|   15.53| 0.00|2.33|1.91|2.84|      1.00|-1.0000| NULL|          0|          0|New src              
1062|SWIFT J2006.5+5619 |301.615| 56.346|   5.75|2MASX J20063331+5620364       |                               |301.6389| 56.3435|   10.21|    7.05|   13.82| 0.00|2.30|1.85|2.86|      0.40| 0.0430|43.65|          0|          5|Sy2                  
1063|SWIFT J2007.0-3433 |301.753|-34.544|   7.41|ESO 399-20                    |ESO 399-IG 020 NED02           |301.7380|-34.5480|   17.93|   13.58|   22.72| 0.00|2.28|1.91|2.70|      1.20| 0.0249|43.41|          0|          4|Sy1 GPAIR            
1064|SWIFT J2009.0-6103 |302.243|-61.084|  21.85|NGC 6860                      |                               |302.1954|-61.1002|   53.18|   48.68|   57.83| 0.00|1.98|1.87|2.11|      1.40| 0.0149|43.42|          0|          4|Sy1                  
1065|SWIFT J2009.6-4851 |302.396|-48.845|   4.83|PKS 2005-489                  |                               |302.3558|-48.8316|   10.38|    6.33|   15.10| 0.00|2.16|1.60|2.89|      0.40| 0.0710|44.11|          0|          7|BL Lac               
1066|SWIFT J2010.6-2521 |302.619|-25.334|   5.91|1RXS J201020.0-252356         |PMN J2010-2524                 |302.5825|-25.3997|   14.66|    9.61|   20.44| 0.00|1.96|1.44|2.54|      0.50|-1.0000| NULL|          0|          0|SRC/X-RAY/RADIO      
1067|SWIFT J2010.7+4801 |302.658| 47.994|   5.29|2MASX J20101740+4800214       |                               |302.5725| 48.0059|   13.26|    9.09|   17.87| 0.00|1.68|1.26|2.14|      1.30| 0.0255|43.29|          0|          5|Sy2                  
1068|SWIFT J2011.5-1544 |302.865|-15.734|   5.16|PKS 20008-159                 |                               |302.8155|-15.7778|   19.23|   12.87|   26.31| 0.00|1.53|1.00|2.10|      0.90| 1.1800|47.18|          0|          8|QSO/FSRQ             
1069|SWIFT J2012.0-5648 |302.998|-56.805|   6.15|ABELL 3667                    |                               |303.1254|-56.8165|    9.12|    6.73|   11.94| 0.00|3.58|2.90|4.56|      0.20| 0.0556|43.83|          4|          3|Galaxy Cluster       
1070|SWIFT J2015.2+2526 |303.761| 25.388|   5.38|2MASX J20145928+2523010       |NVSS J201500+252313            |303.7470| 25.3836|   15.50|   10.61|   20.96| 0.00|1.71|1.22|2.23|      0.60| 0.0453|43.87|          0|          6|AGN                  
1071|SWIFT J2015.9+3715 |303.901| 37.183|   7.93|QSO B2013+370                 |ZOAG G074.87+01.22             |303.8700| 37.1830|   19.23|   14.94|   23.91| 0.00|1.91|1.57|2.26|      0.70|-1.0000| NULL|          0|          7|Blazar               
1072|SWIFT J2018.4-5539 |304.475|-55.641|  11.98|PKS 2014-55                   |                               |304.5050|-55.6590|   32.25|   27.40|   37.35| 0.00|1.82|1.61|2.04|      1.00| 0.0600|44.45|          0|          6|NLRG                 
1073|SWIFT J2018.8+4041 |304.689| 40.671|  11.85|2MASX J20183871+4041003       |IGR J20187+4041                |304.6613| 40.6834|   28.47|   24.39|   32.76| 0.00|1.91|1.71|2.11|      1.90| 0.0144|43.12|          0|          5|Sy2                  
1074|SWIFT J2021.9+4400 |305.476| 44.005|   5.55|2MASX J20214907+4400399       |SWIFT J2021.7+4400             |305.4544| 44.0110|   13.72|    9.76|   18.14| 0.00|1.81|1.42|2.22|      1.50| 0.0170|42.95|          0|          5|Sy2                  
1075|SWIFT J2024.0-0246 |306.006| -2.755|   4.95|1RXS J202400.8-024527         |                               |306.0034| -2.7575|   11.32|    6.86|   16.77| 0.00|2.43|1.74|3.45|      0.80|-1.0000| NULL|          0|          0|SRC/X-RAY            
1076|SWIFT J2027.1-0220 |306.786| -2.319|   5.44|II Zw 083                     |                               |306.7328| -2.2775|   12.59|    8.34|   17.56| 0.00|2.30|1.77|2.96|      0.70| 0.0291|43.39|          0|          5|Sy2                  
1077|SWIFT J2028.5+2543 |307.134| 25.753|  26.74|MCG +04-48-002                |                               |307.1461| 25.7333|   77.79|   72.97|   82.70| 0.00|1.70|1.62|1.79|      2.90| 0.0139|43.53|          0|          5|Sy2                  
1078|SWIFT J2029.4-6149 |307.377|-61.788|   6.10|2MASX J20293125-6149087       |                               |307.3802|-61.8191|   15.62|   11.18|   20.59| 0.00|1.88|1.47|2.33|      1.10| 0.0000| NULL|          0|          2|Galaxy               
1079|SWIFT J2030.2-7532 |307.695|-75.496|   5.99|IRAS  20247-7542              |6dF J2030416-753243            |307.6736|-75.5452|   12.10|    8.53|   16.08| 0.00|2.10|1.70|2.56|      1.10| 0.1143|44.61|          0|          8|QSO Sy1              
1080|SWIFT J2032.2+3738 |308.063| 37.620| 546.96|EXO 2030+375                  |                               |308.0633| 37.6375|  943.64|  940.49|  946.77| 0.00|2.68|2.68|2.69|    993.60| 0.0000| NULL|          1|         13|HMXB/NS              
1081|SWIFT J2032.5+4055 |308.121| 40.967|1475.93|Cyg X-3                       |V1521 Cyg                      |308.1074| 40.9578| 2340.28| 2337.38| 2343.04| 0.00|2.97|2.97|2.98|   3782.00| 0.0000| NULL|          0|         13|HMXB/NS              
1082|SWIFT J2033.4+2147 |308.367| 21.785|  12.61|4C +21.55                     |                               |308.3835| 21.7729|   31.06|   26.65|   35.69| 0.00|1.97|1.77|2.18|      0.70| 0.1735|45.42|          0|          8|QSO                  
1083|SWIFT J2034.0-0943 |308.486| -9.734|   4.90|SWIFT J2034.0-0943            |                               |308.5070| -9.6768|   11.07|    6.65|   16.52| 0.00|2.37|1.71|3.33|      0.80|-1.0000| NULL|          6|          0|SRC/X-RAY            
1084|SWIFT J2035.2+2604 |308.801| 26.088|   5.08|2MASX J20350566+2603301       |                               |308.7735| 26.0583|   11.33|    7.46|   15.74| 0.00|2.09|1.61|2.67|      1.10| 0.0480|43.79|          0|          4|Sy1                  
1085|SWIFT J2035.6-5013 |308.948|-50.214|   5.09|ESO 234- G 050                |                               |308.9912|-50.1923|   11.46|    7.22|   16.46| 0.00|2.07|1.52|2.72|      0.80| 0.0088|42.29|          0|          5|Sy2                  
1086|SWIFT J2037.2+4151 |309.291| 41.832|  10.71|SWIFT J203705.8+415005        |SWIFT J2037.2+4151             |309.2742| 41.8347|   14.00|   12.37|   15.73| 0.00|4.95|4.41|5.62|      1.10| 0.0000| NULL|          0|          1|transient            
1087|SWIFT J2040.2-5126 |310.011|-51.418|   5.94|ESO 234-IG 063                |                               |310.0656|-51.4297|   11.13|    7.23|   15.87| 0.00|2.48|1.88|3.32|      0.60| 0.0537|43.88|          0|          5|Sy2 GALAXY/INTERACTIN
1088|SWIFT J2042.3+7507 |310.618| 75.119|  29.22|4C +74.26                     |                               |310.6554| 75.1340|   51.20|   47.68|   54.82| 0.00|2.13|2.03|2.23|      1.90| 0.1040|45.15|          0|          8|Sy1                  
1089|SWIFT J2044.0+2832 |311.011| 28.572|   8.32|RX J2044.0+2833               |                               |311.0188| 28.5534|   18.30|   14.44|   22.50| 0.00|2.16|1.85|2.50|      0.20| 0.0500|44.03|          0|          4|Sy1                  
1090|SWIFT J2044.2-1045 |311.061|-10.728|  36.01|Mrk 509                       |                               |311.0406|-10.7235|   96.16|   90.95|  101.47| 0.00|2.04|1.97|2.12|      3.20| 0.0344|44.42|          0|          4|Sy1.2                
1091|SWIFT J2048.4+3815 |312.091| 38.234|   5.15|1RXS J204826.8+381120         |                               |312.1117| 38.1890|    8.17|    4.99|   12.12| 0.00|2.55|1.87|3.55|      0.40|-1.0000| NULL|          0|          1|SRC/X-RAY            
1092|SWIFT J2052.0-5704 |312.980|-57.067|  28.69|IC 5063                       |                               |313.0098|-57.0688|   72.57|   67.80|   77.46| 0.00|1.88|1.79|1.97|      0.80| 0.0114|43.32|          4|          5|Sy2                  
1093|SWIFT J2056.0-4713 |313.991|-47.213|   6.22|PKS 2052-47                   |                               |314.0682|-47.2466|   16.06|   10.94|   21.77| 0.00|1.73|1.27|2.23|      1.60| 1.4890|47.35|          0|          7|Blazar FSRQ LPQ      
1094|SWIFT J2056.8+4939 |314.213| 49.682|   8.00|RX J2056.6+4940               |MG4 J205647+4938               |314.1780| 49.6685|   12.05|    9.30|   15.17| 0.00|2.81|2.40|3.33|      0.20|-1.0000| NULL|          0|          0|SRC/RADIO/X-RAY      
1095|SWIFT J2059.6+4301A|314.881| 42.998|   4.80|SWIFT J205915.84+430109.5     |                               |314.8166| 43.0190|    5.49|    0.00|    0.00| 0.49|2.84|0.00|0.00|      0.60|-1.0000| NULL|          0|          1|SRC/X-RAY            
1096|SWIFT J2059.6+4301B|314.881| 42.998|   4.80|SWIFT J210001.06+430209.6     |NVSS J210001+430216            |315.0044| 43.0360|    4.94|    0.00|    0.00| 0.76|1.50|0.00|0.00|      0.00|-1.0000| NULL|          0|          1|                     
1097|SWIFT J2102.6-2810 |315.615|-28.183|   6.03|SWIFT J2102.6-2810            |                               |315.5990|-28.1749|   17.32|   12.08|   23.18| 0.00|1.89|1.46|2.37|      0.40| 0.0000| NULL|          6|          0|                     
1098|SWIFT J2103.7+4546 |315.936| 45.758|  20.52|SAX J2103.5+4545              |SAX J2103.5+4545               |315.8988| 45.7515|   38.66|   35.42|   42.02| 0.00|2.43|2.30|2.56|      4.30| 0.0000| NULL|          0|         13|HMXB                 
1099|SWIFT J2109.1-0942 |317.287| -9.698|   9.95|2MASX J21090996-0940147       |                               |317.2915| -9.6707|   19.75|   15.73|   24.17| 0.00|2.49|2.18|2.85|      0.90| 0.0265|43.50|          0|          4|Sy1.2 LINER          
1100|SWIFT J2109.2+3531 |317.337| 35.542|   6.64|B2 2107+35A                   |                               |317.3828| 35.5493|   10.79|    7.83|   14.17| 0.00|2.61|2.16|3.18|      0.20| 0.2023|45.10|          0|          8|Quasar               
1101|SWIFT J2113.5+5422 |318.433| 54.380|   5.57|1RXS J211336.1+542226         |                               |318.4004| 54.3739|    8.40|    5.97|   11.28| 0.00|2.91|2.37|3.62|      0.60| 0.0000| NULL|          0|          9|CV                   
1102|SWIFT J2114.4+8206 |318.493| 82.095|  18.00|2MASX J21140128+8204483       |                               |318.5049| 82.0801|   35.83|   32.05|   39.75| 0.00|1.89|1.75|2.04|      0.90| 0.0840|44.80|          0|          4|Sy1                  
1103|SWIFT J2116.0-5840 |318.928|-58.690|   5.19|CD Ind                        |                               |318.9036|-58.6981|    9.04|    5.97|   12.73| 0.00|2.63|2.07|3.37|      0.50| 0.0000| NULL|          0|          9|CV/AM HER            
1104|SWIFT J2116.3+2512 |319.098| 25.220|   5.06|2MASX J21161028+2517010       |                               |319.0428| 25.2836|    9.20|    5.55|   13.48| 0.00|2.14|1.59|2.87|      0.60| 0.1600|44.81|          0|          4|Sy1                  
1105|SWIFT J2117.5+5139 |319.441| 51.649|  11.57|2MASX J21174741+5138523       |                               |319.4480| 51.6483|   29.58|   25.41|   33.93| 0.00|1.73|1.54|1.93|      1.10|-1.0000| NULL|          0|          2|Galaxy               
1106|SWIFT J2118.9+3336 |319.860| 33.527|   6.98|2MASX J21192912+3332566       |                               |319.8714| 33.5491|   13.06|    9.66|   16.89| 0.00|2.30|1.91|2.76|      1.00| 0.0507|43.90|          0|          5|Sy1.8                
1107|SWIFT J2123.5+4217 |320.919| 42.276|  11.59|V2069 Cyg                     |                               |320.9370| 42.3010|   17.64|   14.76|   20.76| 0.00|2.73|2.45|3.06|      0.70| 0.0000| NULL|          0|          9|CV                   
1108|SWIFT J2123.6+2506 |320.957| 25.095|   7.57|3C 433                        |                               |320.9356| 25.0700|   15.73|   11.67|   20.27| 0.00|2.12|1.74|2.56|      1.40| 0.1016|44.62|          4|          5|Sy2 NLRG             
1109|SWIFT J2124.6+0500 |321.144|  5.027|   5.77|SDSS J212412.43+050243.6      |                               |321.0518|  5.0455|    8.93|    5.80|   12.64| 0.00|2.75|2.18|3.56|      1.20|-1.0000| NULL|          0|          0|Star? QSO?           
1110|SWIFT J2124.6+5057 |321.181| 50.955|  91.88|4C 50.55                      |IGR J21247+5058                |321.1643| 50.9735|  200.46|  196.54|  204.37| 0.00|2.00|1.97|2.02|      4.10| 0.0200|44.26|          1|          8|BL Radio Galaxy      
1111|SWIFT J2127.4+5654 |321.944| 56.961|  21.17|SWIFT J212745.6+565636        |IGR J21277+5656                |321.9373| 56.9444|   37.27|   34.00|   40.66| 0.00|2.42|2.28|2.56|      0.50| 0.0147|43.26|          0|          4|Sy1                  
1112|SWIFT J2129.1-1538 |322.286|-15.628|   8.61|PKS 2126-15                   |                               |322.3007|-15.6447|   27.39|   21.53|   33.69| 0.00|1.70|1.40|2.01|      0.60| 3.2680|48.42|          0|          8|LPQ  GPS FSRQ        
1113|SWIFT J2129.9+1209 |322.495| 12.166|  45.38|4U 2129+12                    |NGC 7078 AC 211                |322.4929| 12.1674|   83.53|   79.89|   87.24| 0.00|2.61|2.53|2.68|      0.90| 0.0000| NULL|          0|         14|LMXB in globular clus
1114|SWIFT J2132.0-3343 |323.030|-33.709|  15.37|6dF J2132022-334254           |                               |323.0092|-33.7150|   42.69|   37.31|   48.33| 0.00|1.89|1.71|2.07|      1.00| 0.0293|43.92|          0|          4|Sy1                  
1115|SWIFT J2133.6+5105 |323.393| 51.116|  31.45|RX J2133.7+5107               |                               |323.4320| 51.1236|   52.64|   49.64|   55.72| 0.00|2.58|2.49|2.68|      6.40| 0.0000| NULL|          4|          9|CV/DQ Her            
1116|SWIFT J2134.9-2729 |323.718|-27.481|   6.38|2MASX J21344509-2725557       |                               |323.6880|-27.4321|   17.25|   12.14|   23.06| 0.00|2.00|1.57|2.50|      0.50| 0.0670|44.27|          0|          4|Sy1.5                
1117|SWIFT J2156.1+4728 |324.002| 47.499|  11.10|2MASX J21355399+4728217       |1RXS J213555.0+4728217         |323.9750| 47.4727|   22.24|   18.71|   25.98| 0.01|2.13|1.91|2.38|      0.40| 0.0250|43.50|          0|          4|Sy1                  
1118|SWIFT J2135.5-6222 |324.071|-62.397|  13.78|1RXS J213623.1-622400         |                               |324.0963|-62.4002|   29.26|   25.21|   33.53| 0.00|2.08|1.88|2.29|      0.90| 0.0588|44.38|          0|          4|Sy1                  
1119|SWIFT J2136.8-6444 |324.259|-64.616|   5.08|IRAS F21329-6451              |                               |324.2196|-64.6342|   12.22|    7.87|   17.26| 0.00|1.80|1.26|2.41|      0.30| 0.0704|44.17|          0|          4|Sy1                  
1120|SWIFT J2137.8-1433 |324.449|-14.554|   5.08|PKS 2135-14                   |                               |324.4383|-14.5488|   15.21|    9.87|   21.25| 0.00|1.80|1.31|2.37|      0.40| 0.2003|45.24|          0|          8|Sy1.5                
1121|SWIFT J2138.8-3207 |324.698| 32.067|   8.73|CGCG 493-002                  |                               |324.6390| 32.0850|   17.92|   14.04|   22.14| 0.00|2.03|1.73|2.36|      0.90| 0.0248|43.40|          0|          4|Sy1.5                
1122|SWIFT J2139.7+5951 |324.917| 59.842|   6.35|1RXS J213944.3+595016         |                               |324.9346| 59.8378|   10.48|    7.43|   14.00| 0.00|2.59|2.11|3.24|      0.50| 0.1140|44.55|          0|          4|Sy1.5                
